Bus;Dir;ID;Count;Time;Len;D0;D1;D2;D3;D4;D5;D6;D7;Period
CAN 1;Out;0x488;24257;571.9594;8;02;00;00;7C;FE;FF;FF;80;0.0124
CAN 1;Out;0x4A0;24055;571.9596;8;00;00;00;00;00;00;00;00;0.0120
CAN 1;In;0x440;25254;571.9601;8;00;60;00;FE;7F;00;B0;04;0.0107
CAN 1;Out;0x1A0;22737;571.9601;8;00;4A;00;00;FE;FE;00;34;0.0125
CAN 1;Out;0x2A0;22536;571.9603;8;00;00;00;00;00;00;80;80;0.0124
CAN 1;Out;0x38A;14406;571.9764;4;3C;00;3C;00;;;;;0.0198
CAN 1;Out;0x480;14222;571.9764;8;C1;00;00;80;42;00;02;01;0.0199
CAN 1;Out;0x3A0;14115;571.9764;8;B6;05;52;96;CD;16;A8;0F;0.0199
CAN 1;Out;0x5A0;13801;571.9766;8;7F;00;00;50;00;10;08;AB;0.0198
CAN 1;Out;0x4A8;13743;571.9773;8;32;00;90;01;00;00;40;E3;0.0201
CAN 1;Out;0x1AC;13751;571.9774;8;BF;85;00;00;69;41;00;12;0.0201
CAN 1;Out;0x050;13217;571.9774;4;00;F0;50;A0;;;;;0.0199
CAN 1;Out;0x0C2;13105;571.9777;8;00;00;00;00;80;E0;00;EB;0.0197
CAN 1;Out;0x320;13081;571.9781;8;64;00;89;10;00;05;00;80;0.0201
CAN 1;Out;0x448;24859;571.9782;5;62;00;38;1A;90;;;;0.0201
CAN 1;Out;0x280;24649;571.9783;8;01;00;88;0E;00;00;0C;00;0.0197
CAN 1;Out;0x288;24453;571.9785;8;8B;00;13;00;00;4C;74;00;0.0199
CAN 1;Out;0x380;24543;571.9791;8;00;56;00;6C;B0;00;25;00;0.0204
CAN 1;Out;0x588;24344;571.9792;8;00;80;7C;00;00;00;00;00;0.0198
CAN 1;Out;0x488;24258;571.9792;8;22;00;00;7C;FE;FF;FF;A0;0.0198
CAN 1;Out;0x4A0;24056;571.9795;8;00;00;00;00;00;00;00;00;0.0198
CAN 1;In;0x440;25255;571.9799;8;00;60;00;FE;7F;00;C0;04;0.0199
CAN 1;Out;0x1A0;22738;571.9800;8;00;4A;00;00;FE;FE;00;36;0.0199
CAN 1;Out;0x2A0;22537;571.9802;8;00;00;00;00;00;00;A0;A0;0.0199
CAN 1;Out;0x0AE;22183;571.9808;8;A3;A0;00;00;00;00;03;00;0.0329
CAN 1;Out;0x524;10336;571.9808;8;00;00;F8;FF;00;00;80;04;0.0401
